graph,algo,mode,access,activation,backend,platform,time_s,iterations,unreachable,edges,rss_MB,cpu_pct,avg_watt
datasets\email-Eu-core.edgelist,bfs,sync,push,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,bfs,sync,push,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,bfs,async,push,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,bfs,async,push,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,bfs,async,pull,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,bfs,async,pull,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,sync,push,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,sync,push,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,sync,pull,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,async,push,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,async,push,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,async,pull,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,sssp,async,pull,data,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,337.5,,
datasets\email-Eu-core.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,337.5,,
datasets\roadNet-PA.edgelist,bfs,sync,push,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,bfs,sync,push,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,bfs,sync,pull,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,bfs,async,push,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,bfs,async,push,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,bfs,async,pull,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,bfs,async,pull,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,sync,push,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,sync,push,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,sync,pull,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,async,push,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,async,push,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,async,pull,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,sssp,async,pull,data,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,368.9,,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,368.9,,
datasets\web-Google.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,376.5,,
datasets\web-Google.edgelist,bfs,async,push,data,cpu,PC,,,,,376.5,,
datasets\web-Google.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,376.5,,
datasets\web-Google.edgelist,sssp,async,push,data,cpu,PC,,,,,376.5,,
datasets\web-Google.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,376.5,,
datasets\CA-GrQc.edgelist,sssp,sync,push,topo,cpu,PC,,,,,336.9,,
datasets\CA-GrQc.edgelist,sssp,sync,push,data,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,sssp,sync,pull,data,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,sssp,async,push,topo,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,sssp,async,push,data,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,sssp,async,pull,topo,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,sssp,async,pull,data,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,336.8,,
datasets\CA-GrQc.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,336.8,,
datasets\email-Eu-core.edgelist,bfs,sync,push,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,bfs,sync,push,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,bfs,async,push,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,bfs,async,push,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,bfs,async,pull,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,bfs,async,pull,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,sync,push,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,sync,push,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,sync,pull,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,async,push,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,async,push,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,async,pull,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,sssp,async,pull,data,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,337.3,,
datasets\email-Eu-core.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,337.3,,
datasets\roadNet-PA.edgelist,bfs,sync,push,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,bfs,sync,push,data,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,bfs,sync,pull,data,cpu,PC,,,,,368.3,,
